,Headlines,Date
273,"Four years since demonetisation: Cash in system steadily rising, at all-time high. ",2020-11-09
274,RBI Dy Guv calls for more regulation of risky NBFCs. ,2020-11-07
275,Bank of India posts over two-fold jump in Q2 profit at Rs 543 crore. Indian Overseas Bank reports net profit of Rs 148 crore in Q2 as bad assets decline. ,2020-11-06
276,SBI Q2 net profit rises 51.88% on improved asset quality. Loan moratorium: RBI urges SC to lift interim order banning declaration of NPAs. ,2020-11-05
277,"Banks place curbs on free cash  deposits, withdrawals per month. PMC Bank seeks bidders for its reconstruction. ",2020-11-04
278,UPI transactions cross 2 billion/month. Franklin Templeton Mutual Fund’s six shut schemes generate Rs 438 crore. Bank of Baroda rolls back changes in cash deposits and withdrawals related charges. ,2020-11-03
279,"Bank of Baroda revises charges on deposits and withdrawals, effective Nov 1. ",2020-11-02
280,"ICICI Bank net soars 549% on low base, treasury income; asset quality improves. ",2020-11-01
281,RBI imposes Rs 22 lakh fine on DCB Bank for violating marketing norms. ,2020-10-29
282,Interest waiver: Outstanding as of February 29 to be reference for ex gratia relief. ,2020-10-28
283,"Aditya Puri retires, Sashidhar Jagdishan takes over as HDFC Bank MD-CEO. RBI asks lenders to implement waiver of interest on interest scheme by Nov 5. ",2020-10-27
284,Income tax return filing deadline for FY20 extended till December 31. Yes Bank case: Leader of India’s biggest bank rescue girds for Covid impact. Is Kotak exploring takeover of IndusInd Bank?. ,2020-10-25
285,"Covid shadow: Sharp dip in banks’ share in equity funds, tech & pharma surge. ",2020-10-21
286,Insurers’ entry in surety bond biz for infra projects proposed. ,2020-10-20
287,Bank of Maharashtra Q2 profit rises 13% to Rs 130 crore; bad loans dwindle. ,2020-10-19
288,"HDFC Bank net rises 18.4% in Q2 to Rs 7,513.1 crore. ",2020-10-18
289,"Behind Centre’s shift, a nudge from Reserve Bank. ",2020-10-16
290,"Interest waiver on loan moratorium: Diwali is in your hands, implement waiver, SC to govt. Loan restructuring applies to all credit substitutes: RBI. ",2020-10-15
291,Irdai okays renewal of Covid policies. ,2020-10-14
292,RBI reallocates Deputy Governors’ portfolios. ,2020-10-13
293,"Risk weights on home loans eased, limit for retail lending raised. ",2020-10-10
294,Clix Capital makes amalgamation offer to Lakshmi Vilas Bank. RTGS to be available 24X7 from December: RBI Governor. ,2020-10-09
295,Quality of loan book to be new SBI chief Dinesh Khara’s focus. Credit guarantees to MSMEs: Private banks sanction more than PSBs for 1st time since launch of scheme. ,2020-10-08
296,"Dinesh Khara to take over as SBI Chairman today. RBI’s MPC begins deliberations, to announce policy review on Friday. Govt appoints M Rajeshwar Rao as RBI deputy governor. ",2020-10-07
297,"Amid slow credit offtake, banks aim to woo more retail borrowers. ",2020-10-05
298,"New debit card, credit card rules: Everything you need to know. ",2020-10-01
299,"No govt nominees yet, RBI monetary panel meet put off. ",2020-09-29
300,"Shareholders vote MD-CEO, promoters of Lakshmi Vilas Bank out at AGM. Decision in 2-3 days over interest on deferred instalments by banks, Centre tells SC. ",2020-09-28
301,IDFC First Bank to rollout NFC-based payment feature SafePay in a week. ,2020-09-25
302,"Minimum holding in liquid assets for debt schemes, stress testing in Sebi plans. LIC not to fully exit  UTI Mutual Fund, has ‘no problem’ with Axis Bank stake pickup in Max Life. Loan restructuring for retail borrowers: HDFC Bank sets Rs 25,000 as minimum outstanding. ",2020-09-23
303,"Rajan, Acharya proposals for the banking sector: Winding down of DFS, reprivatising select PSBs. ",2020-09-22
304,Google Pay partners with Visa to allow card-based payments through tokenisation. 38.71 lakh EPF members withdraw Rs 44k cr since lockdown: Labour Minister Santosh Gangwar. SBI Life inks pact with Yes Bank to sell insurance policies. ,2020-09-21
305,Bankers pitch stressed domestic assets to foreign investors. ,2020-09-18
306,"Mudra loan disbursals & NPAs rise in tandem at PSBs over last 3 years. RBI rules out relaxation in loan recast: ‘Must protect investors’. HDFC Bank launches video KYC facility for savings, salary accounts and personal loans. ",2020-09-17
307,24×7 OTP-based cash withdrawal at SBI ATMs. ,2020-09-16
308,"NRIs bring in more dollars during lockdown, amid layoffs, falling interest rates world over. Centre seeks House nod for Rs 20,000 crore to banks. ",2020-09-15
309,MFs have many options to meet 25% limit requirement on multi-cap schemes: SEBI. ICICI Lombard inks bancassurance tie up with Yes Bank. ,2020-09-14
310,‘Some borrowers have already started making payments in the interim … no significant risk of default at this juncture’: IDBI Bank MD. ,2020-09-13
311,Banks directed to appoint chief compliance officer. Minimum qualification for board members of insolvency professional agencies proposed. ,2020-09-12
312,Govt forms panel to measure economic impact of waiving interest on loans under Covid moratorium. Supreme Court extends interim direction against declaring defaulting accounts as NPAs. RBI lays down guidelines for banks to appoint chief compliance officers. ,2020-09-11
313,Rajnish Kumar: ‘Yono data to come in handy while running Bharat Craft’. FM Sitharaman calls for banks to take part in govt welfare projects. Capital India Finance gets forex business licence from RBI. SC extends relief on NPAs after govt says interest issue being considered at highest level. ,2020-09-10
314,"Money market stabilises, NBFC fundraising is up 15 times in four months. Banks catalysts of economic revival: FM Nirmala Sitharaman. ",2020-09-09
315,"EPFO Central Board set to okay offloading  part of ETFs to meet  FY20 interest payout. RBI selects 5 financial ratios, 26 sectors for loan restructuring. Bankruptcy resolution falters  as ED, CBI, Sebi create hurdles. Covid-19 impact: Rs 15.5 lakh crore corporate loans come under stress. ",2020-09-08
316,"Rate cuts on existing loans much lower than fresh credit, PSBs outdo private banks. HDFC approves over Rs 47,000 crore loans under PMAY subsidy scheme. ",2020-09-07
317,"With moratorium over, RBI set to announce corporate loan restructuring norms soon. Shuttered Popular Finance thrived despite RBI warning to Kerala govt 8 years ago. ",2020-09-06
318,"SBI introduces evaluation metrics for staff, plans VRS. Default will not result in NPA, penal interest can’t go with moratorium: SC. RBI expands priority sector lending categories; includes start-ups. ",2020-09-04
319,"SC protect accounts, which were not declared NPA till August 31. Finance Minister asks banks to roll out loan restructuring scheme by Sep 15. ",2020-09-03
320,Moratorium window over: Banks plan framework for retail loan restructuring. ,2020-09-02
321,"RBI to hold special OMOs, term repo ops to ‘ensure orderly functioning of financial mkts’. Moratorium period on loan repayment extendable by two years: Centre, RBI tell SC. ",2020-09-01
322,"Loan restructuring: FM Sitharaman to meet top executives of banks, NBFCs on Sept 3. Refund charges collected since Jan 1 on electronic payment modes to customers: I-T Dept tells banks. LIC MD: ‘Our market share has increased substantially … renewal premium is showing increasing trend’. ",2020-08-31
323,Dinesh Khara recommended for SBI Chairman post by BBB. ,2020-08-29
324,RBI Guv Shaktikanta Das: ‘Being overly risk-averse self-defeating for banks’. ,2020-08-28
325,Supreme Court to Centre: Clear stand on interest waiver during moratorium. RBI has not exhausted its ammunition in COVID-19 fight: Shaktikanta Das. Bad loans: Govt asks PSBs to look at initiating insolvency proceedings against personal guarantors. ,2020-08-27
326,"Bank frauds jump 159% in 2019-20; PSBs account for Rs 1.48 lakh crore. RBI’s balance sheet up 30%, income declines 29%. No Rs 2,000 note printed in FY20; Rs 500 in circulation sharply increases. Citigroup cites $900 million human error; lenders are puzzled. ",2020-08-26
327,"Covid-led rush for cash slows: Currency with public falls for first time in five months. Axis Bank lowers planned stake purchase in Max Life Insurance, to buy 17% instead of 29%. PNB expects 5-6% of its loan book to be eligible for restructuring, says MD. Banks Board Bureau to interview four SBI MDs for Chairman post on August 28. Rs 2,000 notes were not printed in 2019-20: RBI annual report. ",2020-08-25
328,Elevated inflation ‘undermining MPC’s actions’ to revive growth. Toughest finance job in India: Here’s what keeps Yes Bank CEO Prashant Kumar awake at night. ,2020-08-21
329,Loans worth Rs 8.4 lakh crore may enter recast scheme: Report. Reserve Bank of India is the top dollar buyer among its Asian peers. ,2020-08-20
330,RBI unveils framework for umbrella entity to manage payment systems. ,2020-08-19
331,"As loan restructuring plan takes shape, moratorium unlikely to stay beyond August 31. US investor rights law firm announces securities probe against HDFC Bank. ",2020-08-18
332,US law firm Rosen plans lawsuit against HDFC Bank on alleged misleading info to investors. ,2020-08-17
333,"Divergence in avg disbursement under ECLGS: Pvt banks, NBFCs focus on large accounts, while PSBs cater to smaller borrowers. ‘RBI step on loan recast scheme will be of great  relief to borrowers, banks’: Atanu Kumar Das. ",2020-08-16
334,"RBI okays surplus transfer of Rs 57,128 crore to govt. ",2020-08-15
335,"Usage of debit, credit card surges: Transactions up 111% from April low. What is HDFC Bank Shaurya KGC Card and how to avail it?. ",2020-08-14
336,"Private lenders rake in around Rs 52,000 crore from investors. Foreign investors with domestic AIFs in IFSC don’t need to get PAN. ",2020-08-12
337,RBI bans routing of term loans via current accounts. ,2020-08-11
338,Falling cash usage in May-Jul: Transaction value via UPI 24% higher than that of IMPS. ,2020-08-10
339,Pilot scheme: RBI sets Rs 200 limit for offline transaction. ,2020-08-09
340,RBI names members of Kamath-led loan recast committee. ,2020-08-08
341,One-time restructuring of loans: Kamath panel to work out fine print. Borrowers can  get loan of up to 90% of value of pledged gold: RBI. RBI sets up panel under K V Kamath to suggest steps for Covid-19 related stressed assets. ,2020-08-07
342,Canara Bank slashes MCLR by up to 30 bps across various tenors. ,2020-08-06
343,"RBI nod to Jagdishan as HDFC Bank MD & CEO; Puri set to retire in Oct. Exits are a form of dissent, nudge system onto right path: Viral Acharya. ",2020-08-05
344,RBI clears Sashidhar Jagdishan as HDFC Bank CEO and MD. ,2020-08-04
345,Negative returns for savers may hold back RBI from repo rate cut. Bank of India Q1 net profit rises over three-fold to Rs 844 crore. Bank accounts opened under Jan Dhan Yojana crosses 40-crore mark. ,2020-08-03
346,No need for moratorium beyond Aug 31: SBI Chairman. Privatisation of healthier PSBs should be on table: Viral Acharya. ,2020-08-01
347,"SBI’s profit surges 81% to Rs 4,189 crore in Q1. Banks cannot refuse credit to MSMEs covered under emergency credit facility: FM Sitharaman. ",2020-07-31
348,"Deepak Parekh, Uday Kotak push for one-time restructuring of corporate loans. ",2020-07-28
349,ICICI Bank profit rises 36% on stake sales in subsidiaries. ,2020-07-26
350,"NPAs set to rise sharply on COVID impact, financial system remains sound, says RBI. ",2020-07-25
351,"Amid rising bad loans, losses and COVID disruption, bank staff to get 15% salary hike. Former RBI Guv Urjit Patel says insolvency law caused rift with central government. Gross NPA of banks may rise to 12.5 per cent by March 2021: RBI Financial Stability Report. ",2020-07-24
352,Capital conservation for banks important as moratorium ends on August 31: SBI report. ,2020-07-22
353,‘Centre can fund deficit at lower rates through direct monetisation’. ,2020-07-21
354,"PNB-led consortium likely to move court seeking release of assets worth Rs 1,000 cr attached by ED. ",2020-07-20
355,Recovery could lose steam due to partial lockdown: Aditya Puri. ,2020-07-19
356,"EPFO Board members raise red flags over lack of info on investment returns, files lost in December fire. ",2020-07-16
357,"Banks, RBI deploy close to Rs 8K cr to ease MF liquidity. SBI plans ‘work from anywhere’, to save Rs 1,000 cr. ",2020-07-15
358,"Credit offtake falls Rs 1.81 lakh crore in April, May. ",2020-07-14
359,"Asset quality and profitability stressed, banks to raise Rs 1,50,000 crore in next 12-18 months. ",2020-07-13
360,China central bank cuts stake in HDFC. SBI Chairman: ‘Across the board moratorium not needed … some sectors may need relief’. ,2020-07-11
361,"Irdai planning pandemic risk pool, sets up panel. PNB reports Rs 3,688 crore fraud by DHFL to RBI. Union Bank of India reduces MCLR by 20 bps across tenors. Fed balance sheet below $7 trillion, repo drops to zero for first time since September. ",2020-07-10
362,"Finance Ministry asks states to ensure safety of bankers, take stern action against unruly. ",2020-07-09
363,State Bank of India cuts MCLR by 5-10 bps for shorter tenors. ,2020-07-08
364,"Rule change to help over 270 stressed cos raise funds, restructure finances. Bad Loans: ‘Additional NPAs of Rs1,67,000 crore from top 500 debt-heavy pvt cos likely next fiscal’. ",2020-07-07
365,Delhi: Man plots revenge murder for months inside Tihar Jail. Deepak Parekh asks RBI to allow one-time restructuring for real estate loans. ,2020-07-03
