,Headlines,Date
107,"IBC may come up in Budget session for faster resolution, cross-border norms. Bank credit grows 9.16%, deposits up 10.28%. ",2022-01-14
108,State-run lenders ask private peers to raise bad bank stake. Standing auto debits see high decline rates. RBI approves appointment of Ittira Davis as MD & CEO of Ujjivan SFB. Paytm Payments Bank leads UPI beneficiary chart; SBI biggest remitter in December. Equitas Small Finance Bank sees 13% rise in gross loan portfolio. ,2022-01-13
109,"Banks brace for stress in MSME books as recast window shuts. Writ petition not maintainable against proceedings by banks, ARCs under SARFAESI Act: SC. India investment bankers earn record Rs 2,200 crore in 2021. ",2022-01-12
110,"Customers can pay customs duty through ICEGATE portal: Karur Vysya Bank. SBI invites applications for head of digital banking; eligible candidates can apply by January 28. Federal Bank to divest its stake in Fedfina. Digital gold loan player Rupeek doubles loan book to Rs 7,500 cr in 2021. ",2022-01-11
111,Bank frauds exceeding Rs 3 crore to need panel nod for CBI probe. Edelweiss group partners Indian Bank for co-lending to priority segment. Axis Bank issues first LC on dedicated govt-backed platform. Startup investing - Is it a fad or an asset class?. ,2022-01-10
112,Deposits in Jan Dhan accounts cross Rs 1.5 lakh crore. Edelweiss ARC to acquire education loan portfolio of Indian Overseas Bank at 60% discount. ,2022-01-09
113,"Sitharaman reviews PSBs' readiness to tackle any disruptions due to Omicron. CSB Bank MD&CEO takes early retirement, lender to set up panel to find successor. Consider bankers as frontline workers for booster dose: AIBOC to Nirmala Sitharaman. Equitas Holdings to fully divest stake in subsidiary ETPL ahead of merger with Equitas SFB. ",2022-01-08
114,Ujjivan Small Finance Bank's business and loan recovery improve. HDFC Bank starts online customs duty payment facility for customers. ICICI Bank now facilitates online payment of customs duty. Why investing early is better?. ,2022-01-07
115,"Banks likely to report biz growth amid virus worries. Ujjivan Small Finance Bank's Company Secretary & Compliance Officer resigns. Third wave of COVID-19 to pose risk to asset quality of banks: ICRA. Banks' profitability, asset quality, solvency at risk: Report. Aligning LCR norms for small biz accounts with Basel standards, RBI hikes funds cap by 50 pc. CVC expands scope of banking frauds panel to cases above Rs 3 cr. CVC expands ambit of advisory board on large scale bank frauds. Lack of consistent income key reason for most people being out of financial inclusion: Nabard. ",2022-01-06
116,Edelweiss Alternate assets head Hemant Daga resigns. ,2022-01-05
117,"YES Bank net advances up by 4% to Rs 1,76,422 crore by December-end. Bank of Maharashtra's gross advances rise to Rs 1.29 lakh crore at end of December 2021. India's Axis Bank concludes structured derivative deals as RBI ban lifts. SBI, ICICI and HDFC Bank continue to be systemically important banks. RBI cancels CoA of Muthoot Vehicle & Asset Finance and Eko India Financial Services. Banks see revival in credit growth in December quarter. RBI prompts primary dealers to trade in Retail Direct. ",2022-01-04
118,"Public sector banks perceived as risky, merged ones even more, says RBI. RBI rethink on 'dual structure' may delay launch of bad bank. RBI-appointed administrator moves court to retain Srei control over Trinity. Three Kerala banks show double digit credit growth. Covid Impact: Banks & NBFCs brace for deterioration in asset quality. RBI releases framework on offline digital payments. HDFC assigns Rs 7,468 cr loans in December quarter, sees 5.5 pc growth. ",2022-01-03
119,Uco Bank's AK Goel joins PNB as officer on special duty. ,2022-01-01
120,"Axis Bank turns to unsecured loans as growth revives. Bad loan recovery through IBC remains a drag on banks. ATM usage beyond permissible free transactions to become expensive from January 1. Agri, MSME and retail loans help push bank loan book. ",2021-12-31
121,"Banks' bad loan growth likely to slow as recovery gathers pace: RBI. SBI set to embrace new benchmarks in LIBOR transition. RBL Bank gets RBI nod to appoint Rajeev Ahuja as interim MD, CEO. RBI extends deadline for periodic KYC update till March 31. Baldev Prakash takes charge as J&K Bank MD & CEO. Merged public sector banks riskier than unmerged ones, says RBI Report. SBI to acquire nearly 10 pc stake in India International Clearing Corporation. RBL Bank raises Rs 2,600 crore via certificate of deposits. ",2021-12-30
122,Banks' gross NPAs may rise to 9.5% in September 2022: RBI report. How does the RBI assess NBFCs' position?. Retail-led credit model facing headwinds as home loan delinquencies rise: RBI. ,2021-12-29
123,"RBI releases report on banking in India, CBDC and more. Details here. Tech drives financial inclusion, brings smiles for the underbanked. NBFC sector expected to remain buoyant: RBI report. Cooperative banks to build on resilience, leverage financial position to expand footprint: RBI. Divergent trends in public and private sector banks. 4,071 banking fraud cases involving Rs 36,342 cr reported during H1 FY2022: RBI report. RBI extends restrictions on PMC Bank for 3 months till March 2022. ",2021-12-28
124,"Delhi High Court orders stay on DRT proceedings against Yes Bank over Dish TV shares. RBL Bank's financial health remains stable: RBI. RBI allays concerns on RBL Bank and its financial health. How to manage your money? 5 points you can’t afford to miss!. RBI allays investor fears over RBL Bank, says financial health of private lender remains stable. IndusInd Bank, NPCI partner to simplify cross-border remittances through UPI. HDFC Bank ties up with IPPB to deliver banking services in semi-urban, rural areas. RBI approves re-designation of Rajiv Anand as Axis Bank Deputy MD. ",2021-12-27
125,"Banking sector to see significant reforms in 2022; privatisation, IDBI Bank disinvestment on agenda. Indipaisa partners with NSDL Payments Bank to launch a new Fintech platform targeting India’s flourishing 63 million SME sector. Airtel Payments Bank surpasses 1 bn transactions mark in Q2. India RBL executive says bank does not anticipate big short-term capital needs. State-backed Bad Bank set to begin operations in January second week. ",2021-12-26
126,"RBL Bank MD and CEO Vishwavir Ahuja steps down, Rajeev Ahuja takes over. ",2021-12-25
127,Paytm Lending CEO Bhavesh Gupta gets additional role to lead offline payments vertical. ,2021-12-24
128,"Physical and digital modes of financial services to co-exist in India: SBI chairman Dinesh Kumar Khara. SBI, Union Bank to go ahead with Swiss Challenge auction for KSK Mahanadi Power loans. HSBC Asset Management acquires L&T's mutual fund biz for Rs 3,250 crore. HSBC to acquire L&T Mutual Fund for $425 million. Govt asks banks to share details of 'interest on interest' charged. ",2021-12-23
129,"Technology bringing disruption in financial services sector, need for level-playing field: KV Kamath. ",2021-12-22
130,"RBI empanels CSB Bank to undertake banking biz of central, state govts. No Cabinet decision on privatisation of two PSBs: FM Nirmala Sitharaman. Profitability of PSBs improved post amalgamation: MoS for Finance. ",2021-12-21
131,"PSBs recover more than Rs 5.49 lakh crore over last 7 fiscal years: Govt in Lok Sabha. Banks recover Rs 13,100 cr from assets sale of defaulters like Vijay Mallya, Nirav Modi: Nirmala Sitharaman. Bank employees responsible for customer's trust, not to be reinstated in case of loss of confidence: HC. Axis Bank pips Kotak, Indusind for Citi’s India consumer business. IDBI bank only has 16.72 crore outstanding loans to Sanghavi Exports: Stock Exchange Filing. ",2021-12-20
132,State Bank of India marks centenary year with Namaste UK. NCLT admits IDBI Bank's plea against Osian's Connoisseurs. ,2021-12-18
133,"RBI rejects NBFCs' plea to relax prudential asset quality norms. Interest rates set to go up; SBI hikes base rate by 10 bps. Bank strike against privatisation continues for second day; services across country hit. SBI hikes base rate by 0.1 per cent. Clearance of 38 lakh cheques worth Rs 37,000 cr affected by bank strike. HDFC Bank's loan book to MSMEs crosses Rs 13,000 cr in Uttar Pradesh. RBI's push towards card security likely to hit merchants, lenders - industry sources. Banks raise concerns over RBI's plan to launch digital currency. Two-day bank strike ends; services across country hit. RBI authorises RBL Bank to collect indirect taxes. ",2021-12-17
134,Edelweiss ARC to double investments in retail bad loans. Bank strike today: Here's all you need to know. PSU bank strike: Banking services at state-own lenders affected. ,2021-12-16
135,"UBS says it remains committed to India as advisory services move. RBI imposes monetary penalty of Rs 30 lakh on ICICI Bank and Rs 1.8 crore on PNB. SVC Co-operative Bank launches loan festival; to offer credit at attractive rates. RBI imposes monetary penalty of Rs 1.80 crore on Punjab National Bank. PSU bank employees to go on two-day strike from Thursday; services likely to be hit. SBI, Indian Army renew MoU to offer benefits to army personnel, their families. Yes Bank case: SC seeks CBI, ED response on Dheeraj Wadhawan bail plea on medical ground. ",2021-12-15
136,"Loan Recast: Banks seek more time for borrowers to meet norms. No new stress seen in large corporate segment: SBI MD. Arcil offers 27% recovery to IndusInd Bank for ITNL promoted Chenani Nashri Tunnelway Ltd. Axis Bank not for extending timelines on loans recast; no deal-talk with Spandana. Kerala govt writes to RBI to withdraw caution notice on use of word 'bank' by co-op societies. SBI collected Rs 346 crore since FY18 in additional services fee on basic savings, Jan Dhan a/c. Axis Bank board appoints Bain Capital's Ashish Kotecha as nominee director. ",2021-12-14
137,"Reforms keep middle class in mind, says FM Sitharaman. ICICI Bank scraps bell curve assessment: Hikes standardised, no more targets based on individual performance. View: India's banking revolution has started without the banks. Processed over 1 bn merchant transactions in Nov 2021, offline payments up 200 pc YoY: PhonePe. Banks lost Rs 2.85 lakh cr due to loan default of 13 firms; UFBU calls for bank strike on December 16, 17. Satin Creditcare Network buys about 9% in Jay Kay Financial. Banks urge unions to withdraw two-day nationwide strike; make arrangement for normal functioning. ",2021-12-13
138,"Govt unlikely to announce capital infusion for PSU banks in Budget 2022-23. NHB seeking agency for data collection on unsold residential units across 50 cities. Bank of Maharashtra reduces home and car loans, but expects least impact on NIM. Kotak Mahindra Bank appoints Ashu Suyash as director. ",2021-12-12
139,"NABARD projects Assam's credit potential at Rs 36,292cr for FY23. ",2021-12-11
140,"With Future merger delayed, RBL Bank looks to sell ₹105-crore FCRPL debt. Govt averse to insolvency board regulating CoC. RBI grants approval to LIC to up stake in IndusInd Bank to nearly 10 pc. Yes Bank scam: Kapoor moves HC, seeks joint trial in the CBI-ED cases. ",2021-12-10
141,Barclays plots Asia revival with strategic hires after hiatus. India's Paytm Payments Bank granted status upgrade. Karnataka Bank gets MeitY award for highest Bhim-Upi transactions for two years. Bank credit could rise upwards of 10% in next one year: Jefferies. Public sector bank disbursed most loans to MSMEs: Report. ,2021-12-09
142,"View: Cash is dying, but we aren’t ready to bury it. Banks do not need RBI permission to invest, pull back overseas investments. Wake Up! It’s time to review and rebalance your investment portfolio. Choose passive investing to enhance wealth creation. Create a well-diversified portfolio with international mutual funds. Fund of Funds: Your investment food court. How to read your mutual fund statement?. Bankers welcome RBI stance amid Omicron fears, measures on digital payments. Soon, UPI payments can be done through feature phones. Reliance Capital asks creditors to submit claims. ",2021-12-08
