,Headlines,Date,Sentiment
174,"SBI internet banking, YONO, UPI services to be hit later today: Everything you need to know. RBI sets up advisory group to assist regulatory review authority. ",2021-05-07,[[9.9999619e-01 2.2781444e-06 1.5252525e-06]]
175,"Bond yield falls under 6% on RBI plan to buy additional G-Secs. IDBI Bank strategic divestment receives Cabinet approval. Updating KYC: No punitive action till December, says RBI. ",2021-05-06,[[8.7221444e-01 1.2724918e-01 5.3635170e-04]]
176,"As claims rise, insurers go slow on covering Covid-recovered. ",2021-05-03,[[0.00455595 0.00241723 0.99302685]]
177,"Credit growth declines to 4.9%; loans to medium industries jump. HDFC Bank announces rejig, with 3 focus areas. ",2021-05-01,[[9.991217e-01 8.062295e-04 7.203022e-05]]
178,"RBI issues guidelines for appointment of statutory auditors of banks, NBFCs. Kotak Mahindra Bank shares fall as RBI caps founder-CEOs’ term. ",2021-04-27,[[9.9999845e-01 1.3147343e-07 1.4204480e-06]]
179,SBI customers will now have to enter OTP to access their account online. ,2021-04-26,[[9.9999130e-01 1.2999072e-07 8.5473066e-06]]
180,ICICI Bank Q4 standalone profit surges 261%. ,2021-04-25,[[5.473603e-09 1.000000e+00 4.086946e-09]]
181,RBI allows commercial banks to pay up to 50% of pre-Covid dividends. RBI approves appointment of Atanu Chakraborty as part-time chairman of HDFC Bank. ,2021-04-23,[[9.9998844e-01 6.8559521e-06 4.6225450e-06]]
182,British-based fintech firm Revolut to hire 300 staff for India support hub. ,2021-04-22,[[9.9999654e-01 4.9943515e-07 3.0311476e-06]]
183,SBI cautions its customers about fake loan offers. ,2021-04-21,[[9.9999249e-01 4.6598032e-07 6.9831990e-06]]
184,IPO boom prompts ICICI Bank to hire more investment bankers. ,2021-04-20,[[0.84506935 0.07054657 0.08438402]]
185,HDFC Bank Q4 net up 18.17%; no dividend for FY21. ,2021-04-18,[[1.3796383e-04 9.9986196e-01 9.1852321e-08]]
186,RTGS service will be unavailable for 14 hours on Sunday: Here’s what you need to know. ,2021-04-16,[[9.9933690e-01 2.5669226e-07 6.6288799e-04]]
187,Seven realistic money tips to cover lost ground in the new financial year. ,2021-04-15,[[0.6082807  0.04332526 0.3483941 ]]
188,NCLAT: IBC to hold precedence over other laws like PMLA. ,2021-04-13,[[9.9975985e-01 1.4170767e-05 2.2601121e-04]]
189,"Interest rates fall, but deposits shine on; grow 11.4% in FY21. ",2021-04-10,[[9.928068e-08 9.999999e-01 8.217211e-09]]
190,"Insurers settle 54% of Covid claims, 1.41 lakh cases still hanging. Equity mutual funds see net inflows for 1st time in 8 months. ",2021-04-09,[[9.9384046e-01 6.0751867e-03 8.4361738e-05]]
191,"Insolvency relief period over, govt brings in Ordinance for MSME pre-packs. ",2021-04-06,[[9.9909556e-01 3.6602578e-04 5.3840521e-04]]
192,Government amends insolvency law; introduces pre-packaged resolution process for MSMEs. ,2021-04-05,[[9.9601525e-01 3.8351002e-03 1.4962841e-04]]
193,"Auto recurring debit: E-mandate deadline extended by 6 months. Govt set to infuse Rs 14,500 crore capital in 4 state-run banks. ",2021-04-01,[[9.9983728e-01 1.5630639e-04 6.4142714e-06]]
194,Additional Factor of Authentication must for automatic recurring debit from April 1. ,2021-03-31,[[9.999206e-01 9.800188e-06 6.957030e-05]]
195,HDFC Bank admits net banking glitches; customers face problem in accessing services. ,2021-03-30,[[9.765699e-07 2.959112e-07 9.999987e-01]]
196,"Moratorium issue: Post SC verdict, banks set to classify loans of Rs 1.3 lakh crore as NPAs. ",2021-03-24,[[9.0971565e-01 3.3972552e-05 9.0250447e-02]]
197,RBI sets up 5-member panel to screen new bank licences. ,2021-03-23,[[9.9999964e-01 6.4557670e-09 3.1792268e-07]]
198,"Repo rate cuts: Slow pick-up in borrowing, big hit to depositors. ",2021-03-21,[[0.01018921 0.0539963  0.93581444]]
199,"Bond vigilantes may undermine revival, unsettle mkts: RBI. ",2021-03-20,[[0.00350425 0.00470606 0.9917897 ]]
200,"Pandemic risk pool soon, may have govt backstop provision. Our digital transactions have gone as high as 67% now: SBI Chairman. DBS Private Bank targeting more than 50% assets in sustainable investments by 2023. ",2021-03-19,[[9.9196154e-01 8.0334013e-03 5.0410267e-06]]
201,RBI extends cheque truncation to all branches. AU Small Finance Bank raises Rs 625.5 crore from investors via qualified institutional placement. Nationwide bank strike continues to impact public sector bank services on Day 2. Permission for new pvt banks to participate in govt business will be based on RBI guidelines: FM Sitharaman. ,2021-03-16,[[9.9999893e-01 5.0366839e-07 6.0410247e-07]]
202,"Bank strike: All you need to know about PSU bank strike today, tomorrow. Rising retail loans help bank credit grow 6.6%; deposits surge 12%. ",2021-03-15,[[1.8815593e-08 1.0000000e+00 4.4993294e-09]]
203,"After two weeks of gains, reserves slide by over $4 bn. ",2021-03-14,[[0.27947086 0.7112177  0.00931146]]
204,"Post IDBI Bank, other 3 PSBs may be out of PCA soon. ",2021-03-13,[[9.9999511e-01 7.1518812e-08 4.7380227e-06]]
205,"Bank strike called on Mar 15, 16: Services may be hit for 4 days. ",2021-03-12,[[9.9994099e-01 1.7217694e-07 5.8930720e-05]]
206,IDBI Bank out of PCA framework. ,2021-03-11,[[9.9988031e-01 2.6843742e-05 9.2845119e-05]]
207,"Tax-saving fixed deposits (FDs): These banks offer the best interest rates, check here. ",2021-03-09,[[9.9927050e-01 7.2611647e-04 3.3869771e-06]]
208,ICICI Bank cuts home loan rate to 6.70 per cent. Don’t rush your home loan decision unless you factor in these 10 important things. ,2021-03-05,[[9.9994981e-01 2.1062708e-06 4.8006077e-05]]
209,Banking services may get affected later this month due to proposed strike: Canara Bank. ,2021-03-04,[[9.7546977e-01 1.9210518e-05 2.4510989e-02]]
210,SBI reduces home loan rates to 6.70%. ,2021-03-01,[[9.8336267e-01 1.6088802e-02 5.4850592e-04]]
211,"Non-food credit grows 5.7% in Jan, agri steps on pedal. ",2021-02-28,[[2.2688273e-03 9.9772209e-01 9.0941521e-06]]
212,RBI for retaining inflation target band. ,2021-02-27,[[9.9992704e-01 4.2042946e-05 3.0902997e-05]]
213,Need to increase credit flow to new entrepreneurs and businesses: PM Modi. Assess whether MPC failed after 4 quarters of divergence rather than 3 quarter-time period: RBI report. ,2021-02-26,[[3.1253678e-01 6.7650995e-05 6.8739557e-01]]
214,Centre lifts embargo on private banks to engage in government-related business. ,2021-02-24,[[0.9972223  0.00170697 0.00107072]]
215,Rising bond yields a trigger alarm for other asset classes. ,2021-02-21,[[0.00131578 0.00206051 0.99662375]]
216,Six-month deadline to adopt new RBI norms a ‘challenge for many’. ,2021-02-20,[[1.3168290e-02 1.5664165e-05 9.8681599e-01]]
217,Stressed loans may rise to Rs 1.8 lakh crore; debt recast will limit reported GNPAs: report. RBI unveils draft norms for credit default swaps: Retail users allowed hedging of their underlying credit risk. SBI Annuity Deposit Scheme: All you need to know. ,2021-02-17,[[9.9999654e-01 9.7945178e-07 2.4473536e-06]]
218,RBI sets up panel for strengthening UCBs. ,2021-02-16,[[9.9999750e-01 1.7509774e-06 7.3250732e-07]]
219,"‘Card, electronic banking issues  top plaints list’. ",2021-02-10,[[9.9984968e-01 1.0437462e-04 4.5848930e-05]]
220,Bank unions call for two-day strike against proposed privatisation of PSBs. Central Bank of India net profit up 6.5% at Rs 165 crore in December quarter. ,2021-02-09,[[2.3523445e-07 9.9999976e-01 5.7093814e-08]]
221,ICICI Prudential AMC appoints Anand Shah to lead its PMS and AIF Investments division. ,2021-02-08,[[9.9999511e-01 9.2382898e-08 4.8236816e-06]]
222,"PNB to raise Rs 3,200 crore from share sale this quarter. ",2021-02-07,[[9.87522781e-01 1.24670565e-02 1.01147480e-05]]
223,"10.5% growth in 2021-22, will raise CRR in two stages, says RBI. Retail investors to get direct access to G-sec market: RBI. Three offers for PMC Bank revival under evaluation. ",2021-02-06,[[9.9768817e-01 2.3046043e-03 7.3008810e-06]]
224,"SBI profit slips 6.9% on higher provisions & slower NII growth. One nation one ombudsman: RBI to integrate consumer grievance redressal scheme. Three offers received for PMC Bank resolution, says RBI Governor. ",2021-02-05,[[9.3885726e-01 6.1941531e-04 6.0523387e-02]]
225,"RBI asks NBFCs, UCBs to implement risk-based audit. State Bank of India Q3 standalone net profit falls 7% to Rs 5,196 crore. ",2021-02-04,[[1.7264218e-03 1.5855399e-05 9.9825770e-01]]
226,"‘ARC to have no govt equity; PSBs, pvt banks to set it up’. Jaspal Bindra interview: ‘For banks, infra is godsend as it gives you good projects with good sponsors’. ",2021-02-03,[[2.4138790e-01 7.5842226e-01 1.8984375e-04]]
227,"Insurers’ Covid treatment claims bill at Rs 12,923 cr; more than half settled. ",2021-02-01,[[9.9996817e-01 1.6361224e-06 3.0105513e-05]]
228,"Q3: ICICI Bank net rises 19%, asset quality improves. ",2021-01-31,[[1.96065e-09 1.00000e+00 6.60823e-10]]
229,"ICICI Bank’s Q3 net profit increases 17% to Rs 5,498 crore. ",2021-01-30,[[6.744512e-08 9.999999e-01 6.569914e-09]]
230,ED arrests Yes Bank co-founder Rana Kapoor in a money laundering case. ,2021-01-27,[[9.9904698e-01 7.0672945e-06 9.4593089e-04]]
231,"HDFC Bank submits plan of action to RBI, hope to fix outage issue in 3 months. Indian Bank Q3 profit more than doubles to Rs 514 crore. ",2021-01-22,[[1.1979820e-03 9.9876225e-01 3.9749688e-05]]
232,"‘Too big to fail’ list: SBI, ICICI Bank, HDFC Bank remain. ",2021-01-20,[[9.9981803e-01 1.4312603e-05 1.6774134e-04]]
233,"CSB Bank Q3 net up 88%, provisions also soar. Bank of Maharashtra Q3 profit rises 14% to Rs 154 crore. ",2021-01-19,[[3.0303745e-08 1.0000000e+00 2.0557366e-08]]
234,"Bank credit grows 3.2% in this fiscal so far, deposits rise too. IT cos take the lead in strong Q3 show. ",2021-01-18,[[1.983994e-06 9.999974e-01 6.508440e-07]]
235,HDFC Bank Q3 net profit rises 18.1%. ,2021-01-17,[[1.2770816e-07 9.9999988e-01 1.1862431e-08]]
236,RBI allows UCBs to refund  share capital to members. ,2021-01-14,[[9.9986231e-01 1.0790683e-04 2.9800636e-05]]
237,"FSR red flag: NPAs set to shoot up to 13.5% by Sept, more if severe stress. ",2021-01-12,[[0.05052038 0.94820946 0.00127016]]
238,FY21: Currency in circulation up 13% in first nine months. Co-operative banks must fearlessly face competition from private ones: Nitin Gadkari. ,2021-01-11,[[0.7653807  0.01407657 0.22054276]]
239,"Eyeing faster resolution, govt may amend IBC to bring in pre-packs. ",2021-01-10,[[9.9991250e-01 7.8465906e-05 9.0465292e-06]]
240,Irdai to roll out standard home insurance policy. SBI raises $600 million from overseas bond sale at 1.80% coupon. ,2021-01-07,[[9.998852e-01 1.114489e-04 3.340718e-06]]
241,"Insolvency and Bankruptcy Code: Lack of permanent heads a concern, deluge awaits once moratorium ends. ",2021-01-02,[[1.0261966e-02 3.6741694e-05 9.8970127e-01]]
242,Positive Pay System for cheques: Everything you need to know about the new rule for cheque payments. ,2021-01-01,[[9.9959224e-01 3.6938084e-04 3.8425373e-05]]
243,Former DEA Secretary Atanu Chakraborty likely to be HDFC Bank chairman. RBI says write-offs helped  banks lower bad loans. ,2020-12-30,[[9.0868481e-05 9.9986529e-01 4.3831642e-05]]
244,PNB puts three stressed accounts up for sale. ,2020-12-28,[[9.999795e-01 4.919307e-06 1.558333e-05]]
245,RBI Guv asks banks to strengthen lending capacity by raising capital. ,2020-12-24,[[3.3513547e-03 9.9664474e-01 3.8848111e-06]]
246,"PSBs scan older loans, may lead to more fraud discovery. ICICI Bank unveils online platform for foreign businesses in India. ",2020-12-22,[[9.9860281e-01 1.2003849e-03 1.9679028e-04]]
247,"Looking at various options, bad bank still in works: DEA Secy. ",2020-12-19,[[9.9998569e-01 3.6198878e-07 1.3914899e-05]]
248,Credit uptake on path of recovery as India rebounds from Covid-19: BankBazaar report. ,2020-12-18,[[3.3175058e-03 9.9666226e-01 2.0341166e-05]]
249,"Shaktikanta Das calls for cash flow-based lending to boost credit access. Retail NPAs to be higher in H2FY21, to return to pre-COVID levels in FY22: Axis Bank. ",2020-12-17,[[1.2196705e-04 9.9985802e-01 2.0049059e-05]]
250,Credit deceleration since 2013 due to worsening asset quality: RBI paper. ,2020-12-16,[[5.081021e-07 4.392741e-06 9.999951e-01]]
251,"Lenders to work out recast plan jointly with borrowers, says RBI. ",2020-12-13,[[9.9999416e-01 5.2433052e-07 5.3451727e-06]]
252,Restricting banking to Indian ownership a mistake: Abhijit Banerjee. ,2020-12-10,[[9.808998e-01 2.865827e-05 1.907152e-02]]
253,Bill Gates calls India’s digital finance approach a global model. Blanket interest waiver on all loans to be Rs 6 lakh crore: Centre to SC. RBI cancels licence of Karad Janata Sahakari Bank. ,2020-12-08,[[9.9366683e-01 3.6453316e-06 6.3295406e-03]]
254,Padmaja Chunduru: ‘We have reached plateau on interest rate front … credit offtake growth at 9% on-year’. ,2020-12-07,[[1.5762838e-03 9.9842167e-01 1.9788949e-06]]
255,"Halt digital launches, new credit card sourcing: RBI to HDFC Bank. ",2020-12-04,[[9.9995089e-01 6.0332527e-06 4.2977132e-05]]
256,Chanda Kochhar sacking: SC declines to interfere with Bombay HC order. ,2020-12-02,[[0.52485114 0.000746   0.47440287]]
257,Sandeep Bakhshi: An ICICI hand for more than 32 years. Chandra Shekhar Ghosh: ‘Our credit growth steady … disbursement during festive season almost 95% of last year’. ‘Credit card inquiry volumes recover from April levels; popularity rises in non-metros’. ,2020-12-01,[[3.5090636e-06 9.9999642e-01 1.1797705e-07]]
258,Lakshmi Vilas Bank customers can access all services; no change in interest rates as of now: DBS. Banks in India to see capital decline over two years without fresh infusion: Moody’s. ,2020-11-30,[[8.4635839e-02 4.2615162e-04 9.1493797e-01]]
259,"Bank loan outstanding shrinks in FY21 so far; home, industry credit growth fall. RBI likely to maintain status quo for 3rd straight time on inflation concerns. ",2020-11-29,[[0.00261379 0.10360373 0.8937825 ]]
260,"Lakshmi Vilas Bank to operate as DBS Bank India from tomorrow. Operations at PSU banks partially hit due to trade union strike. Bharat bandh: Operations at PSU banks partially affected; 18,000 employees go on strike in MP. ",2020-11-26,[[2.7217591e-04 8.3306270e-07 9.9972695e-01]]
261,"Fee on money transfers for US, doesn’t apply to India: Google Pay. Cabinet approves merger of Lakshmi Vilas Bank with DBS Bank India. ",2020-11-25,[[9.9999797e-01 4.5733790e-07 1.5516107e-06]]
262,"Bank employees body AIBEA to join trade unions in nationwide general strike on Nov 26. State Bank of India raises Rs 2,500 crore from bonds. ",2020-11-24,[[9.9933028e-01 6.2771846e-04 4.2097348e-05]]
263,"S&P sceptical of allowing corporates into Indian banking sector. Proposal to allow corporate houses to set up banks a ‘bombshell’: Rajan, Acharya. ",2020-11-23,[[9.9766183e-01 2.5919497e-05 2.3122516e-03]]
264,"RBI committee for conversion of large NBFCs into banks, entry of corporates. ",2020-11-21,[[9.9999583e-01 2.2929072e-07 3.8762428e-06]]
265,RBI panel proposes to raise promoters cap to 26% in private banks. ,2020-11-20,[[9.9998951e-01 6.4384712e-06 4.0885002e-06]]
266,Lakshmi Vilas Bank has enough liquidity to pay back depositors: Administrator. ,2020-11-19,[[2.1272407e-04 9.9960357e-01 1.8376055e-04]]
267,"Centre puts Lakshmi Vilas Bank under moratorium, caps withdrawal at Rs 25,000 till Dec 16. Lakshmi Vilas Bank moratorium: Depositors’ money safe, assures RBI-appointed administrator. ",2020-11-18,[[8.5798794e-01 7.7417069e-05 1.4193463e-01]]
268,"Lenders to get extra funds to buy bonds, other debt instruments of stressed cos. ",2020-11-17,[[9.9827170e-01 4.5730997e-04 1.2710107e-03]]
269,"With LIBOR set to cease by 2021, RBI plans new Indian benchmark. ",2020-11-15,[[9.9999273e-01 3.0473393e-07 6.9359508e-06]]
270,"Banks weather pandemic impact as moratorium helps to report lower NPAs. IBA, unions settle on 15% pay hike. ",2020-11-12,[[0.7609819  0.23824783 0.00077028]]
271,FM Sitharaman sets out bank account-Aadhaar linking deadline. ICICI Bank’s retail mortgage book crosses Rs 2 lakh crore. ,2020-11-11,[[9.9999738e-01 1.0318083e-06 1.5010991e-06]]
272,Finance Minister asks banks to ensure all accounts are linked with Aadhaar by March 2021. ,2020-11-10,[[9.9999499e-01 2.0064294e-07 4.7855360e-06]]
273,"Four years since demonetisation: Cash in system steadily rising, at all-time high. ",2020-11-09,[[2.6392586e-06 9.9999726e-01 1.3832339e-07]]
274,RBI Dy Guv calls for more regulation of risky NBFCs. ,2020-11-07,[[9.9886739e-01 6.7343117e-06 1.1258400e-03]]
275,Bank of India posts over two-fold jump in Q2 profit at Rs 543 crore. Indian Overseas Bank reports net profit of Rs 148 crore in Q2 as bad assets decline. ,2020-11-06,[[7.3665484e-07 9.9999881e-01 5.3189564e-07]]
276,SBI Q2 net profit rises 51.88% on improved asset quality. Loan moratorium: RBI urges SC to lift interim order banning declaration of NPAs. ,2020-11-05,[[9.5187488e-04 9.9502665e-01 4.0214057e-03]]
277,"Banks place curbs on free cash  deposits, withdrawals per month. PMC Bank seeks bidders for its reconstruction. ",2020-11-04,[[9.9999130e-01 5.2451583e-06 3.4290731e-06]]
278,UPI transactions cross 2 billion/month. Franklin Templeton Mutual Fund’s six shut schemes generate Rs 438 crore. Bank of Baroda rolls back changes in cash deposits and withdrawals related charges. ,2020-11-03,[[9.999964e-01 6.528557e-07 2.941825e-06]]
279,"Bank of Baroda revises charges on deposits and withdrawals, effective Nov 1. ",2020-11-02,[[9.9996805e-01 3.4632959e-07 3.1622658e-05]]
280,"ICICI Bank net soars 549% on low base, treasury income; asset quality improves. ",2020-11-01,[[8.5731493e-09 1.0000000e+00 3.7016192e-09]]
